climate_score,pollution_score,forest_score,cluster
68.23930200635749,-9.652297593496755,109.08359750708327,2
73.19777979405625,-3.277881473753133,97.01306377360034,0
66.14390717089829,-6.367491046909716,92.68753686448223,1
67.40851269755238,10.116802544669856,95.7287962104661,0
67.67379436539056,-2.7426517830294466,114.34238317579201,2
78.19455084273798,-0.8917011424341331,98.3164180594406,0
63.801936452412214,12.00773123447249,97.63300297917117,0
72.15984330156381,-4.472654106006123,97.32869908664279,0
64.71918341098053,-5.371351181082636,106.85779301085283,2
67.08422874468759,-1.8867890309478297,102.35083053390743,2
64.70666663029643,-2.0639068349835497,91.30171516867341,1
77.38153378821723,9.545539129884084,95.28242368918148,0
78.44294213652145,4.59321688561805,104.25724801309684,0
59.681429269507674,3.0640698637728776,94.67802649600438,1
64.153755740805,-4.951985516744687,106.7354121697957,2
67.49747633627364,3.2344513013150458,100.38708969683385,0
66.65890123185558,5.47313722902341,96.62724619888716,0
69.38589800159976,-5.451060026248468,96.15502142539253,1
57.83846809071515,-5.452953215038061,101.98983041929063,1
63.62169320881963,1.3788357176989006,92.4139939215763,1
68.8258178911887,-2.2654625317352157,107.56932197835374,2
73.44190632779248,8.361680920039808,99.29602338429076,0
60.150325363410836,-5.291432689495124,93.68712115021934,1
61.60856243014053,-4.195772685053237,99.4521537660958,1
63.45688455670837,-14.577428136942736,87.07234867018042,1
78.02535596668376,1.047125384951388,93.80855285545405,0
75.99326282111656,4.973624535697332,98.13187535167934,0
69.06984053044268,-8.031028540275551,96.98410998697564,1
67.48185275138351,0.828674822196691,110.92426940992274,2
70.8968456059061,12.752253357430536,103.07801628694006,0
56.75294254885134,-4.9805352251421855,104.21799692794582,1
66.52144644673615,6.869193973323483,102.25795740158608,0
62.80960687351412,-5.2376413629908924,100.94328502769076,1
69.51276445509565,0.4308663831719979,103.56226582850424,2
68.5850990864971,3.812383891282069,102.84378072475226,0
66.91443169970428,-11.312981526731987,97.03429026166562,1
63.13062123727976,-0.15482727011622613,97.0601455910226,1
70.43199894284449,2.0004519723209455,94.47935807269069,0
74.40274122548199,7.463675052134931,95.80711674762131,0
65.31924267221952,-4.930970818104138,96.87664573713447,1
67.45957209372543,-5.40629249508704,103.16214336548995,2
74.58935688068907,1.8682405129561337,117.72699650979334,2
58.58930627162668,-2.742803142237713,102.97698292791546,1
60.405459779197905,-8.731585444720736,98.54098448890895,1
56.870628721644266,10.075289516630823,100.67568514899656,1
67.29252924738938,-3.717749903584591,95.8767447528664,1
65.7157400248878,0.6165074789841732,105.51257285484022,2
61.90715325596466,1.2540070483783958,97.34475881382753,1
74.02710762058905,2.4996301258020206,97.62269338652713,0
75.58404092165244,-1.4098008233217276,101.57017440417137,0
61.34598488113069,-1.4184242109497243,99.0825123949325,1
61.548357850764056,1.686480363824259,93.09109307745516,1
65.73477063127702,-3.0365452028962583,109.15104945065525,2
62.771066911717995,-2.0745276299256235,97.82916556919824,1
64.81569527156941,-4.996889480383299,101.78427120903541,1
57.12915663153476,5.66624352828466,107.39467856868076,2
76.51970092927861,0.6675960847034752,100.60895554370256,0
64.53751051757519,3.442731952115708,100.16597643861708,1
76.62737587326113,10.055811019404313,101.51220011828579,0
61.68420799139587,2.2983690046298646,96.46205350228293,1
73.98561388404697,-2.898982531942482,104.97384474042649,2
67.01145600032487,1.9915718058831477,103.39040845776454,2
73.4392717505055,-2.2640016176403703,102.26588225936959,0
61.187475400910664,-4.629473869881023,104.52533015213534,1
64.13340051953173,3.299022599780195,100.06426469095018,1
64.50313105453155,2.4572403031248613,104.59470193307259,2
69.10596516952808,-5.19702917106555,97.767252208017,1
61.421635596099044,5.243377964702887,107.23012946656597,2
78.58749126020928,4.377437275596455,90.72365375754799,0
66.25931021958954,6.716289734147395,91.33413382976586,0
63.76418240546356,5.809985991818364,96.89727032525967,0
72.9097558253961,4.287672134455302,101.95439514781582,0
85.55747321083871,4.643540230779063,99.67533771436119,0
66.43205671266833,5.273191969618103,101.81510447258633,0
65.48016072688857,-1.3699625531327158,97.36196459473894,1
65.55494585357883,-3.716888268676037,98.89885506215332,1
60.525651474330736,3.4725382597267727,92.25416673209816,1
59.91920926658955,-0.16485146166641876,92.18370839628552,1
76.719912880078,-2.4485645258858435,98.06517598537222,0
71.69835109815081,7.492252937956053,94.76937971787356,0
71.65990238425425,-2.4777786705860225,96.82226787555379,0
72.1234420824424,2.684035601448804,101.25094246853146,0
68.67856439473498,-7.277135525691265,100.40307732807658,1
69.73952102453063,-0.4292662118995688,105.54123227022939,2
68.47716043061001,-3.9307907373833366,95.93349617118807,1
66.35783937551913,8.448743385652733,97.6179611781513,0
71.41566507237829,-7.9343402145289135,97.62887511559538,1
69.33337484774583,3.7978522202967895,102.74811333271941,0
63.7033392245195,-4.610189913267535,95.4955172773492,1
60.72318693510418,-4.216707611887203,98.62790329271598,1
73.90287965012945,-5.972232418236465,97.30206761653346,0
68.19085320332107,1.5957478439320782,109.52355167831318,2
71.19553358860443,8.071520812672608,93.1859677275447,0
66.73171379915473,-10.81144931129442,100.55377339738143,1
71.36450815894817,-1.3277592228952146,95.96312109941877,0
67.77107893736785,-4.479940625149888,98.82062221254736,1
54.938869975940605,-5.3037605995488715,103.96343203005782,1
60.7590614813977,-4.602149562351729,103.15283282593781,1
78.11645269055371,-11.212201791299183,105.37926362510476,2
60.46956795925866,-0.2992458744205729,94.63562591890556,1
